user_reputation,reply_count,thumbs_up,thumbs_down,best_score,text,stars
1,0,0,0,100,Also.... a real crowd pleaser! Everyone was raving over it!,5
1,0,0,0,100,Really needed more sauce.  I added half a jar of orange sauce to it.  Otherwise it would have been very bland.  Will probably not make again.,2
1,0,0,0,100,"It was tasty, but WAY TOO SPICY.  I had to give it away because no one would eat it.",3
1,0,0,0,100,Entered this chili in a chili cook-off contest and won!  Everyone loved it.  Made the recipe exactly as written.  I did smash one can of the beans to help thicken it up a bit.,5
1,0,0,0,100,This is my new go to recipe. I should have doubled it in a 9x13 pan. Took to a get together and had none left for me. May add cinnamon to cornstarch sauce.,5
1,0,0,0,100,"Doubled the recipe and made 2 big loaves.  It was really delicious.  I will definately make it again as is and also make it with mini chocolate chips and pecans.  Very moist, great texture, not too oily.",5
1,0,0,0,100,Was very happy with the way this lasagna tasted.  This is a keeper.,0
1,0,0,0,100,Wowwwwww so good! Love it!,5
1,0,12,0,440,This was the best au gratin potatoes I&#39;ve ever made.  Every slice of potato was covered in creamy cheese sauce.  i used half and half instead of the 2% milk.  I&#39;ll never make them in the layered method again!,0
1,0,0,0,100,"The cake was moist and delicious and it wasn&#39;t too much trouble to make.  I would probably use my own ganache recipe for the top next time, as I like it better.  But this is a fabulous recipe for a great chocolate cake!",5
1,0,0,0,100,"Thank you for the recipe, this was my first time baking bread and came out really good!",5
1,0,0,0,100,Tender and flavorful describes this dish. The family goes wild over it. It&#39;s simple and great tasting.,5
1,0,0,0,100,"Fantastic! The first batch disappeared so quickly, I made another. I didn&#39;t have any more coconut so I substituted chocolate chips... and they were even better! This recipe is definitely a &#34;keeper.&#34;",5
1,0,0,0,100,Clipnmom - 8 oz cheese = 2 cups when grated.  I use cheddar cheese or pepper jack because I don&#39;t like processed cheese. I add a dash of worchestershire sauce too.  Crumbled bacon and chopped tomato on top = YUMMY!,4
1,0,0,0,100,I loved this potpoast but  I need to know if the calories for 6oz is correct (142)? I am on a diet.  Thank you,0
10,0,0,0,100,"Great Recipe!  Made this last night, very easy &amp; yummy!  For health reasons, used light mayo &amp; sour cream, followed the recipe exactly.  Will never buy ready made coleslaw again!Thank you for sharing your recipe.",5
1,0,0,0,100,"Very good recipe.  Would definitely make this again.  Like other reviewers, I only added 1 cup of sugar and it was plenty.  Also used 3 bananas instead of 2.  Be sure to check for doneness before the amount of time called for.  Mine only baked for 1 hour and 5 minutes.  Ovens really vary!",5
1,0,1,1,142,"Made for our family of 4, two kids and two adults. We are garlic lovers, so this recipe stood out to me. Everyone ate it, although nobody was rushing to get a second helping. I thought the sauce was tasty and the dish overall was a solid recipe. That said, for the time it took to put together, I didnt think it was really worth it. (I made on a weeknight and dinner was served later than usual for the time it took to compose.) I likely wouldnt make again.",4
1,0,0,0,100,My husband especially enjoys these moist tasty meat loaves.  I often make these and freeze them when they cool.,5
1,0,0,0,100,"Tasty, easy to follow recipe! My family definitely approved. Yum delicious ??",5
10,0,0,0,535,Really enjoyed this recipe! Prepared this on the stovetop (which I prefer). Left out the celery and green peppers (which I don&#39;t care for). Also did not add any extra salt. Turned out very well!,4
1,0,0,0,100,"Everyone has their favorite substitutions; I used skim milk, less sugar and it is delicious. I want to try it with asparagus spears on the top! That might be yummy!",5
1,0,8,2,320,My family absolutely loves this recipe!  We have it every Christmas morning.  It&#39;s so easy to make the night before and then I pop it in the oven in the morning before everyone wakes up.  I didn&#39;t think I would like it because of the cottage cheese but it&#39;s delicious.,5
1,0,0,0,100,"These pumpkin cupcakes are undeniable the best we have ever had. A little &#34;heavy&#34; but very moist and the flavor is just perfect. After reading comments about not getting the &#34;peak&#34; on the frosting, I set my frosting bag in the fridge for about an hour before using and it harden up enough to create beautiful peaks!! I will definately be making these again and again.",5
1,0,2,0,253,"Lovely recipe. For those who had issues with soupy pie or apples that did not cook up, try making sure that you are using a baking type apple as opposed to a &#34;snack variety.&#34; They are not successfully exchanged.",5
1,0,0,0,100,Delicious and flavorful,5
1,0,0,0,100,"Taste great, but turned out to be a cake.  The only thing I can think thata I did wrong was used too small of a pan.",4
1,0,0,0,100,"My family said this was the best roast I have ever made!  I used a 3.5 lb roast and layered onions, carrots and new potatoes (cut in half) underneath the meat.  For me, it took the full cooking time.",5
1,1,0,0,100,"Watch the size egg you use! After I mixed all ingredients, the batter was very runny. I noticed I had used jumbo eggs (that&#39;s all we had at the time). The recipe does not say what size eggs to use, but obviously not jumbo. I added more coconut to the runny batter and the macaroons turned out great. Next time, I&#39;ll use smaller eggs. Perhaps some clarification on the size of eggs to use would help.",4
1,0,0,0,100,It is one of the best casseroles we have ever had. We used hot salsa which gave it lots of flavor. Mary Mc,0
1,0,0,0,100,The bars are alright but nothing special. I used just one cup of sugar in the filling and it turned out fine. I think the crust is too thick. The topping doesn&#39;t add much to the recipe and I think it is unnecessary.,3
1,0,1,14,105,The result is exactly like a bacon-flavored block of cheese. Can not recommend.,2
1,0,0,0,100,Yummy! Have been making for years. Very moist. Was great for feeding my son when he was a toddler and wanted to eat what we were eating. Also like the extra dairy in there. Great way to sneak into my son&#39;s diet as he&#39;s not a very good milk drinker. ,5
1,0,0,0,100,I TAKE THIS CAKE TO OUR WEEKLY GET TOGETHER AND WHEN I DON&#39;T I&#39;M ASKED WHEN WILL I BRING THE CAKE AGAIN.  WHO WOULD THINK SURE A RICH TASTING CAKE WOULD BE GOOD FOR YOU.,5
1,0,0,0,100,This is what everyone in my family wants for their birthday breakfast/brunch. Guests always rave... Absolutely delicious!,5
1,0,0,0,100,This was an awesome recipe.  I used mushrooms instead of the green pepper and am going to try some pepperoni next time.  A keeper!,5
1,0,0,0,100,These are awesome bars! They were also very easy.,5
1,0,0,0,100,"This was sooo good! I made it using frozen shrimp and scallops, both defrosted. Wonderful taste. Rich and creamy. Will definitely make it again.",5
1,0,0,0,100,"These cupcakes are easy to make and have a wonderful flavor.  The cream cheese frosting with added cinnamon is a hit and I will be using it for other cakes (like carrot cake).  The cupcakes tend to collapse and become flat topped instead of the usual cupcake shape.  However, the shape doesn&#39;t detract from the flavor.  My family loved them!",4
1,0,0,1,100,"I have eaten and prepared many mac n cheese dishes over the years and all were always missing something. This dish is packed with that perfect flavor. It has gotten raves each time I have prepared it for a crowd and at home, as well. Delicious!",5
1,0,0,0,100,Made this on 3/15/09. My husband and I thoroughly enjoyed this dessert.  Will make it again using other flavors,0
1,0,0,0,100,"I loved this! I had three bananas I needed to use up, so I replaced the canola oil with another banana. It came out so moist and delicious!",5
1,0,0,0,100,"This has become a family favorite.  Many steps and many ingredients, yes but WELL worth the effort. Makes an impressive gift also. Make some yourself, you won&#39;t regret it! YUM",5
1,0,0,0,100,This recipe is the exact same recipe as the one published in the Better Homes and Gardens Cookbook. My version of the cookbook is just over 30 years old.,5
1,0,0,0,100,"My family loved this recipe. Prepared it ahead of time and refrigerated for cooking later that evening. I had never made bruschetta before, but it was not difficult and it tasted delicious. Definitely will make again.",5
1,0,0,0,100,This was a great recipe. The only change was substituting mayonnaise for the Miracle Whip. Everyone loved it. No leftovers.,5
1,0,0,0,100,"This chowder was delicious.  As do most of the Taste of Home subscribers, I made a couple of changes (we can&#39;t seem to resist doing that, can we) -- I used low sodium chicken broth in place of the water and chicken bouillon  granuals to reduce the sodium content  and I didn&#39;t have cheddar, so I used a combination of colby jack and a couple slices of  2%  Velveeta, because that was what I had on hand.  I also used less bacon to reduce the fat content.  Still an excellent chowder.",5
1,0,0,0,100,"Delicious!   And for those who are concerned about the salt ,,, the ratio of salt to amont of flour and oats is perfect.",5
1,0,0,0,100,I have been using this recipe for years.we love it.taillights,0
1,0,0,0,100,"We were snowed in and I made this, and it is fantastic . . . cannot wait to make it again.  I used Bob Evans sausage since I had it on hand and probably used close to 5 cups of shredded hashbrowns to make it firmer.  My husband and I love it, and this is our new favorite breakfast casserole now.  The next time I will use bacon instead to see if it is as good.",5
1,0,0,0,100,"I made this casserole yesterday with 1 lb of breakfast sausage. It&#39;s okay, but don&#39;t think it has enough flavor that I would make it again.",4
1,0,0,0,100,"I have made this cake for years!  We love it and it is a staple for our birthday cakes.  I sometimes try other recipes, but this is the best.",5
1,0,0,0,100,This was very good and I liked adding nutrition by using zucchini instead of a bread crust.,5
1,0,0,0,100,"I have made this pie for years, and it is one of my favorite fast homemade recipes. It&#39;s a good one for new or young cooks to try because it&#39;s easy, yet it looks much more difficult than it is, so it&#39;s a good one to use to impress the in-laws or others. I also add a little cinnamon to the apples.",5
1,0,0,0,100,Yep - as good as everyone says.,5
1,0,0,0,100,"I&#39;m not even a huge fan of banana bread, but this was just delicious.  I left out the nuts since we didn&#39;t have them in the house.  I will be saving this and using it as my standby for banana bread.",5
1,0,0,0,100,"I made this recipe incorporating some changes recommended by other reviewers: We are just two unless our grown children come, so we halved the recipe except for the rice and green peppers. Added onion &amp; garlic and sauteed them with the green pepper &amp; ground meat. Used beef broth instead of water. Added the rice right at the end.  Despite the changes I am giving this 5* as the end result is so delicious and it is so easy to make. We loved it and the leftovers as well.Next time, I will try it without brown sugar and adding some smoked paprika for a little spicier taste.",5
1,0,0,0,100,"Everyone really liked the soup, but it had a little too much juice. Next, time I will add less chicken broth.",4
1,0,0,0,100,"I buy a small container of buttermilk, use what I need and freeze the rest in 1 cup increments in labeled freezer bags..lay them flat til they freeze then you can stand them up for easier storage",5
1,0,0,0,100,Very good.  I chunked some of the bananas instead of smashing them all.  I added a bit of almond extract to the frosting and sprinkled the frosting with honey roasted almonds.,5
1,0,0,0,100,Excellent.  This will become a new go to recipe!,0
20,0,4,1,269,Did a 2 1/2 # pot roast with half the mixes and turned out perfect. Only there wasn’t much gravy and I added 2 c water and didn’t add beef bouillon to make up for it so it wasn’t as tasty as it could have been. I served the gravy over the roast and mashed potatoes. My husband is a chef and he said the roast was amazing and moist. I will make this from now on but will make sure to make the gravy to match.,5
1,0,0,0,100,"This cake came out as good as everybody said it would. I made an 8x8 square cake and twelve cupcakes with the recipe given since I didn&#39;t have round cake pans. With the 8x8 cake, I poked holes in it and poured chocolate syrup all over the top instead of frosting. It was amazing!! I will definitely be making this cake again.",5
1,0,1,0,619,<p>Always looking for a healthy soup that will be suitable for my gluten-free friend and my diabetic friend. This was a winner. Easy to make (hardest part was breaking up the cauliflower) and delicious. </p>,5
1,0,0,0,100,so excited to try this recipe looks delicious!,0
1,0,0,0,100,"Delicious and very moist cake. I usually don&#39;t risk trying out a new recipe for company, but since it won a contest over 59 other cakes, I made it and took it to a party and everyone loved it!",5
1,0,0,0,100,I happened to have Oreo cookies with green mint filling and used this for the recipe.  It was delicious!!,5
1,0,1,0,193,"These are great! They have a nice, crispy surface and chewy inside. I&#39;ll be making these again but perhaps adding 1.5 c chips. I bet they&#39;re great with dark chips as well. Thanks for sharing!",5
1,0,0,0,100,So delicious! My entire family loved it.  The cake disappeared immediately,5
1,0,0,0,100,Fantastic soup - didn&#39;t use hot pepper but did add minced garlic and onion.  Instead of bouillon cube just added chicken broth.  Will definitely make again and again.,5
1,0,0,1,100,Best stuffed pepper soup I have ever had. Only change I made was adding 4 cups of cooked rice instead of 2.,5
1,0,0,0,100,This was delicious and easy to fix. Will definitely do this again.,5
1,0,0,0,100,"made this recipe as written, and it was delicious!  I even got a &#34;this is *really* good&#34; from my husband.  The taste is wonderful, and it is totally going into my recipe box!",5
1,0,0,0,100,its awesome but my came out runny even though i followed directions exactly and let it cool for 2 hrs.,5
1,0,9,11,216,"absolutely the best pumpkin loaf i have ever made! these are the few small changes i made. used almost the entire can of pumpkin, 1/4 butter &amp; 1/4 coconut oil, 1/4 cup OJ, 1tbls water, &amp; combined several sugars, (coconut, cane &amp; packed brn), but only 1 1/4 cups. used lots of raisins &amp; chopped walnuts. OMG! so moist so delicious thanks to the person in NOva Scovia. next time i will double the recipe making 1 loaf &amp; a tray of cupcakes. thank again!",5
1,0,0,2,100,"GOT SOME FRESH PEACHES THIS WEEK AND LOOKED FOR A RECIPE AND FOUND THIS ONE.  IT WAS ABSOLUTELY DELICIOUS!!!  HAD FOR DESSERT ABOUT 1/2 HOUR AFTER DINNER AND IT WAS STILL WARM AND SERVED WITH WHIPPED CREAM.  DEFINITELY A KEEPER! YUMMMM  BY THE WAY, I FOLLOWED THE RECIPE EXACTLY EXCEPT ADDED MORE PEACHES, ABOUT 5 CUPS IN ALL.",5
1,0,0,0,100,I&#39;ve tried numerous macaroni and cheese recipes and this one tops them all!  I will never try another recipe again.,5
1,0,0,0,100,"Great receipe but I found with my oven I had to bake it about 80 minutes.  I baked the bread in a Pyrex glass  loaf pan.  Added walnuts and raisens, delicious!",5
20,0,1,0,193,"I did a few things differently.  First, I didn&#39;t put all of the veggies in because it looked like way too much.  I also didn&#39;t put in as much onion and instead added some chopped celery.  Because others stated it was a bit lacking in flavor, I added some parsley, basil, and steak rub seasoning.  I also used store-bought mashed potatoes.At the end I stuck it all in a dish, and put it in the oven at 350deg for about 15 minutes.  Next time I will also broil it for a couple minutes too, like others suggested.One thing I did notice was a distinct sweetness to it.  I think it was a combination of the ketchup and the large amount of corn.  Next time I will cut down on the corn and add in a different veggie (maybe broccoli).  While the sour cream made the &#34;sauce&#34; taste good, I didn&#39;t really get a strong sour cream flavor (info for those who are on the fence about adding in the sour cream).Overall, a good dish, and pretty quick when using leftover or store-bough mashed potatoes.  We will make this again with a few changes.",4
1,0,0,0,100,Husband and I love this recipe. Easy to make!,5
1,0,0,0,100,"No buttermilk in the fridge so I made my own with milk and vinegar.  I doubled the recipe and left out the nuts.  I used a couple of silicon loaf pans and the edges of the bread were a little dark. I should have maybe knocked the temp down a little to compensate for the dark pan or checked it a little earlier for doneness.  Overall though, the bread turned out very nicely.  I have another 8 bananas on the brink so I&#39;ll make a couple more double batches and work out my flaws. I&#39;ll go get some buttermilk too as I would like to see how that would change the flavor.  I imagine that this will be my go-to banana bread recipe in the future.  thanks!",5
1,0,0,0,100,i did everything the recipe said except i only had to bake it 50 minutes.  the top came out hard..not crusty but hard and chewy.  i couldnt taste any of the lemon flavoring.  next time i will add alittle more lemon juice...if i make it at all.  i was very disappointed,2
1,0,10,5,287,My wife and think this is the best soup in my repertoire. We substituted bacon with mutton. Mild cheddar is the closest I could find. It&#39;s not rich yet it feels smooth and creamy.,5
1,0,0,0,100,Good easy to prepare.,5
1,0,0,0,100,very good and easy,4
1,0,1,0,193,Excellent,5
1,0,0,0,100,I have made this recipe twice now. Once with nuts and once without. It is by far the best banana bread I&#39;ve ever had!!! (Shhhhh.....Don&#39;t tell my grandma),5
1,0,1,1,142,I can’t make fudge the old fashioned way because I can’t stir or hold on to the spoon long enough to bring it up to temp needed to set correctly.  I now use the Marshmallow Creme to make all my fudges. ,5
1,0,0,0,100,Excellent,5
1,0,1,0,193,You might add a little cinnamon to this and while it was baking I read a review which told me to lower the temp to 350 and did this after 7 minutes of 375.  They came out like out of the bakery and I am not a good baker (but am a good cook). Also spingle a little caster sugar on top before baking and you get a sparkly top.  I also used only on over ripe banana.,5
1,0,0,0,100,I have several &#34;favorite&#34; soup recipes and I&#39;m adding this one to the list.  Delicious!,5
1,0,0,0,100,I used a roasted chicken.  It was very good.,5
1,0,0,1,100,DO NOT BAKE THIS IN AN 8x4 PAN AS DIRECTED. MY BREAD HAS BEEN IN THE OVEN 1 HOUR AND 25 MINUTES AND IT&#39;S STILL GOO IN THE MIDDLE. I&#39;M VERY DISAPPOINTED BECAUSE THE BATTER WAS DELICIOUS AND I&#39;VE USED 3 LEMONS AND A 6 OUNCE CONTAINER OF BLUEBERRIES. WHAT A WASTE.,1
1,0,0,0,100,"Excellent recipe! I made this for a women&#39;s breakfast meeting and every woman went back for second or third helpings, raving constantly.  Almost a dozen asked for the recipe! So tasty and filling and satisfying!",5
1,0,0,0,100,Can you freeze this?,5
1,0,0,0,100,"Excellent bread, convection baked at 350 in a Pyrex pan and metal pan, the Pyrex took 5 minutes more (50 minutes). Used an add&#39;l 1/2c of Maple Grove Farms pancake mix and 4t xanthan gum. With 3/4c sugar and medium ripe bananas it&#39;s not overly sweet. I&#39;ll add chocolate chips next time.",5
1,0,0,0,100,These are wonderful.,5
10,0,0,0,100,I&#39;m glad I found this recipe!!  I was about to prepare a typical soy sauce based asian thigh recipe but was out of soy sauce.  In a quick search I found this and had all the called for ingredients.  The only addition my family made was some added Chinese  hot sauce to their&#39;s to kick  up the heat.  Great dish.,5
1,0,0,0,100,"A co-worker of mine is allergic to chocolate and nuts, so I made them with butterscotch chips.  They seemed to be a good pair tasting with the vanilla pudding.",4
1,0,0,0,100,This is a wonderful soup recipe!  I have made it multiple times over the years and it is always a big hit.,5
10,0,1,0,193,"My grandsons love this casserole. I have to make 2 for the 6 boys!  Always a hit!  I use 1 1/2 pound drained sausage, and a dozen eggs for each casserole and more cheese and potatoes. One casserole doesn&#39;t feed a dozen people.",0
1,0,0,0,100,"This is the best banana bread I&#39;ve ever had, I made it for my family, friends, and church, they all rave about it. Last week I did an experiment, substituted home made cinnamon apple sauce for the bananas, came out really good, the people of my church really liked it. I just made a loaf, didn&#39;t have any buttermilk, so i melted 3 table spoons of butter added 2 table spoons of half and half. the loaf came out just as good. Great Reciepe.",5
0,0,0,0,100,Very delicious.  Loved it. Would not change anything.,5
1,0,1,0,193,DIP BOTTOMS IN CHOCOLATE,0
1,0,0,0,100,"Delicious, and this is from someone who never cared for oatmeal cookies.  My family loved them and so did I.",5
1,0,1,0,193,"A good taste, but very dry.  I&#39;ll try adding a little broth (chicken or vegetable).",4
1,0,0,1,100,"I&#39;ve made this recipe twice now, both times as freezer meals for expecting mamas.  If you don&#39;t like the way the filling tastes after you&#39;ve added broth and milk, add spices (salt, pepper, sage, garlic, onion, etc).  NOTE: This recipe makes a LOT of filling -- so use a large saucepan with high sides to cook, and have three pie shells ready, just in case.  This recipe always turns into three pot pies for me. :)",4
110,1,11,11,677,"Saving this one! My moto is &#34;everything is better with bacon and cheddar&#34;. Definitely not a fan of Velveeta so I will be switching the cheese out and using fresh celery rather than the celery seed because that has a tendency to be overpowering even with a 1/2 tsp, but everything else will remain the same. We love fresh, hot soups in the winter months and I am always looking for something different than the usual suspects.",5
1,0,0,0,100,used olive oil instead,5
1,0,0,1,100,Excellent recipe! The second time we made it before serving we topped it with a generous amount of chopped lettuce &amp; diced tomatoes the topped with some sour cream. Have made several times always a big hit.,5
1,0,0,0,100,"....For new bakers... if a recipe simply says &#34;sugar&#34;, it means granulated.  If powdered, or confectioner&#39;s sugar, etc.,  is to be used, the recipe then specifies accordingly. :) My students did a great job with this cake!",5
1,0,0,0,100,"This recipe is a keeper, if my husband goes back for seconds. Very good.",5
1,0,11,0,833,"Wow!!!  This recipe is excellent as written!!  The only change I made was that I used a 40 oz. jar of great northern beans.  It tastes so good, with just the right amount of heat!!!",5
0,0,7,2,303,Followed the recipe and it turned out delicious! I used food processor to slice potatoes as was suggested. I did sprinkle some paprika on before baking because I think it’s fun and pretty. Next time I plan to decrease salt to 1 teaspoon. It turned out perfect!,5
1,0,0,0,100,Love homemade milk cake!,5
1,0,0,0,100,"I dislike coffee flavor of any kind.  Could I substitute water?  I know coffee is supposed to enhance the flavor of chocolate, but yuck....I LOVE chocolate but can&#39;t even take mocha.",4
1,0,0,0,100,Am I the only one who cannot see what temperature to bake this at?,5
1,0,0,0,100,These are our favorite!  I like to use thin sliced chicken breasts and I double the onions b/c they&#39;re sooooo good.,5
10,0,0,0,100,I love the broiling with breadcrumbs for crunch but it did overcook the shrimp a bit.   Overall this was awesome.,5
1,0,0,0,100,I&#39;m planning on makeing these overly-delicious candies for Christmas. I think I&#39;ll hand them out to all I know (I&#39;m NOT gaining weight alone this year)!,0
1,0,0,0,100,"It would be nice to see the entire recipe, not just butter eggs sugar and molasses...",0
1,0,0,0,100,"Four stars for over-abundance of fat, sodium content - uninteresting seasonings.Thought suggestions might be welcome since soup is basically the same name and the different ingredients could offer some flexibility.  It&#39;s such a simple recipe, I never thought to submit it.  Thanks &#34;chocoholiclady&#34; for understanding the comments &amp; reasoning.....lessened the attack.",4
1,0,0,0,100,"OMG! Yes  this recipe is delicious, u can tell, look at the reviews.  I made it and the whole pan was gone the same day, between my husband and 14yr old son.  I&#39;m baking another as we speak.  I used 3 VERY RIPE bananas, it is DELICIOUS!!!!!!!!",5
1,0,2,0,253,Great tasting easy dessert! Made changes second time using canned peaches with juice since I ended up with fresh peaches that weren&#39;t good. Saved the juice and used it in the topping with half &amp; half to make 1.5 cups needed. Also used only the brown sugar &amp; two tablespoons butter instead of one with the nutmeg. Baked 40 minutes in 7x11 pan &amp; no spills.Turned out great. Served it warm with more half &amp; half. It was more creamy than when I used water in the topping. Everyone loved it. Much faster using canned peaches &amp; still tasted great. Husband loves it both ways. Going  to double recipe with glass 9x13 pan for Labor day picnic &amp; bake it on my gas grill using an air bake cookie sheet under the cake pan so it won&#39;t burn. Thanks for a great recipe!,5
1,0,0,0,100,"I also used Eggbeaters &amp; it was perfect! I tried the roasted pecans, instead of walnuts. It was DEE-LICIOUS!!! Will absolutely make again!!! (I even dried the pineapple overnight to make sure it would not be too watery.)",5
1,0,0,0,100,This makes a good chowder base but using canned clams and bottled juice leaves little clam flavor.  Use fresh salty clams and you can skip the boullion.,2
1,0,0,0,100,"Quick and easy to make, my family asks for it all the time. I don&#39;t add the green chiles, instead I use &#34;ghost chiles&#34;, a very small amount. Adds a lot of heat and a wonderful smoky flavor. Delicious!",5
1,0,0,0,100,I first made this for guests.   They loved it and wanted the recipe.  We like it as well and have made it again.  It&#39;s a great company breakfast casserole.,5
1,0,0,0,100,PS I used fresh squeezed  lime juice instead of lemon juice too.,5
1,0,0,0,100,"The first time I tried this my yeast was expired, the water was too warm &amp; I didn&#39;t wait long enough for the yeast to dissolve. Needless to say, the bread didn&#39;t rise and wasn&#39;t very good. While the &#34;bad&#34; loaves were in the oven I started a new batch with fresh yeast in the right temperature water &amp; showed some patience letting it dissolve, the result was 2 beautiful loaves of bread! Such an easy recipe - if you follow it! I can&#39;t wait to try some of the suggested variations.",5
1,0,0,0,100,"Wow, we really liked this dessert. I used Duncan Hines orange cake instead of yellow. The taste of the cake and topping were great. Wonderful appearance. Easy to make. Will keep in my favorites.",5
1,0,2,1,193,"OMG, this was an amazing pie. I have made so many things for my family and me, and this was by far their favorite thing I&#39;ve ever made. I read the reviews before and used heaping tablespoons and it worked out great. I didn&#39;t measure out my lemon juice. I honestly just poured whatever the apples needed :D I actually really liked a little bit of that lemon flavor. I would recommend some more some cinnamon, but I really love cinnamon so that&#39;s your choice lol. I used a pre-made frozen pie crust, and as you can see, it worked out great. Ovbiously, I had to buy some more to get the top covered. I recommend to not be shy with the egg whites! I brushed all the egg white on the top, and I&#39;m glad I did. I thought about not using all of it, but I did, and got a great pie. All in all, this was the most awesome pie ever! SO glad I found this recipe. &lt;3",5
1,0,1,0,193,These were awesome:),5
1,0,0,0,100,I made these today. They were easy to make and the recipe was easy to follow. I am taking them to a party and I&#39;m sure everyone will love them. I&#39;m sure I will be making them year round. (We love pumpkin),5
1,0,0,0,100,This is awesome soup!  My husband requests it regularly.,5
1,0,0,0,100,<p>I make this recipe all the time and LOVE it!  It&#39;s great with home made french bread.  Works great over a campfire too!</p>,5
20,0,1,0,193,"Quick easy meal, can be served over rice or pasta. Add a salad and dinner is ready. My teen daughter prepared when I came home from hospital.",4
1,0,0,1,100,I love this recipe because we all have most of the ingredients or substitutions at home.   I used a coconut flour (Mama&#39;s Coconut blend gluten free flour found at tj maxx) so to complement this I used coconut oil and a few flakes of unsweetened coconut on top with pecans. I had a guest staying at my house that was gluten free but all the other guests said they couldn&#39;t tell the difference and gobbled up the bread then asked to take the muffens home!  I made one loaf and 8 muffins with this recipe.  Fabulous!,5
1,0,0,0,100,Update to earlier post. I did not use ginger /nutmeg- only bc none on hand .. still 5????,5
1,0,0,0,100,Easy to put together and the kids loved it.,4
1,0,0,0,100,I haven&#39;t tried this but it looks amazing.  My husband lived in Hawaii for a bit when he was in the Navy and introduced this sauce to me.  After many years a friend at work went to Hawaii recently and brought me a bottle back.  I am so excited to try to make the sauce.  Thanks for the recipe.,0
1,0,0,0,100,My 12 year old son loves this delicious dish. He likes the honey grilled shrimp better though.,4
1,0,0,0,100,Family loved it. Next time I&#39;ll double it.,5
1,0,0,0,100,These were so easy and quick to make. My husband likes them better than my toffee! I&#39;m taking them to my church for a bake sale. I flipped them over on wax paper and cut them in rectangles the size of the grahams  I&#39;ll be making another batch for us soon!,5
1,0,0,7,100,"Can you use regular italian sausage in this recipe? If so, would I cook it first and then put in slow cooker?",5
1,0,0,0,100,Turned out really well.  It is a wonderful dish.,4
1,0,0,0,100,"I made this pot pie for dinner, very good. I cut the recipe I half. Came out great. The next time I make it I&#39;ll make a looser  gravy since we like lots of gravy in ours.",4
10,0,6,1,319,Homerun! I threw all of this (plus a jalapeno) into my slow cooker 4-5 hours. Perfect soup with jalapeno cheese cornbread with very little clean up!,5
1,0,0,0,100,"I know it&#39;s a strange question, but what do you consider a regular size cake mix? Because I&#39;m from the Netherlands, and I don&#39;t know if our cake mix is the same size :) But it looks amazing and I can&#39;t wait to bake this cake!",5
1,0,0,0,100,This was really yummy!  I didn&#39;t have walnuts so instead I chopped up some almonds that I had on hand.  My husband loved it!,5
1,0,0,0,100,"These cookies are SO good.  I rolled them in Raw Sugar before baking  They turned out so yummy, soft, with sparkly sugar which added a nice crunch with each bite.  Yes, yes yes, I will bake these time and time again.",5
1,0,0,0,100,"Made this twice already, my boyfriend and I love it!!! Had slight issue with caramel topping and having to cook it a bit longer but it was terrific!!",5
1,0,0,0,100,"I made this for the second time, this  time I added a can of rotel, drained. My husband loves this soup.",5
1,0,0,0,100,The cake itself was excellent and I will absolutely make again. Very thick three layers and super moist. I was not thrilled with the frosting. It has a sharp taste to it possibly from the sour cream. It ended up tasting primarily like powdered sugar/sour  instead of being chocolatey like I was hoping. Nonetheless I received many compliments and as some other commenters have said it does keep well for several days.,4
1,0,0,0,100,"This is a great and easy recipe, my husband has me freeze what is left, so when he gets the urge defrost and heat, does this well.",5
1,0,6,0,374,"My husband loves shepherd&#39;s pie, so I had to make this when I saw the recipe (he loves corn, too); and I have to say this is the best tasting shepherd&#39;s pie. Easy to make - with a yum-yum factor that has him raving. Thank you TOH!",5
1,0,0,0,100,This was very good and kid-friendly. My teen-agers had three helpings!,5
1,0,6,0,374,"I first made this spaghetti recipe when it came out in my first Taste of Home magazine. It became a favorite, and years later, it remains so. The taste is fresh and not overpowered by spaghetti sauce. It&#39;s a keeper!",5
1,0,0,0,100,My family loved this lasagna!  So so so good!!,5
1,0,1,0,193,This recipe is definitely a keeper.  I made it for a family dinner and it got rave reviews.  The peanut butter flavor came through with the chocolate for a taste combination that is classic.  Thank you for sharing a great desert.,5
1,0,0,0,100,I substituted applesauce for the oil and it turned out way too moist.  The toothpick came out clean but the bars actually had a gummy texture. I should try the recipe again as the original recipe reads but honestly I don&#39;t like any recipe with that much oil.  I also tried chocolate chips sprinkled on top of half of the bars (a jelly roll pan makes a lot of bars so I wanted to try them different way).  It was a bad idea. The bars did not have that choc chip pumpkin muffin sense at all. I do agree with many others that the recipe was super easy to put together. At least I have something good to add.,2
1,0,0,0,100,"I&#39;m not sure how thick the soup is supposed to be, but it does seem to be thin. I added red onion, kale and a pinch of cayenne pepper.I&#39;m taking it to work for a lunch. Hope everyone that tries it, likes it.",4
1,0,8,1,354,"Tried this on Sunday and it was delicious!!! The meat melted in your mouth and it had so much flavor.  I did, however. first season the roast with meat tenderizer, salt, pepper, garlic powder and then browned it in olive oil and the put in the crockpot. Then poured the mixture in the fry pan scrapping up the browned bits from the bottom poured over the meat and added another 1/4 cup of water. Cooked for 41/2 hrs and it was falling apart, so tender!! Will definitely make again!!!",5
